@relation yelp_academic_dataset_review

@attribute business_id string
@attribute date string
@attribute review_id string
@attribute stars numeric
@attribute user_id string
@attribute votes.cool numeric
@attribute votes.funny numeric
@attribute votes.useful numeric

@data
vcNAWiLM4dR7D2nwwJ7nCA,2007-05-17,15SdjuK7DmYqUAj6rjGowg,5,Xqd0DzHaiyRqVH3WRG7hzg,1,0,2
vcNAWiLM4dR7D2nwwJ7nCA,2010-03-22,RF6UnRTtG7tWMcrO2GEoAg,2,H1kH6QZV7Le4zqTRNxoZow,0,0,2
vcNAWiLM4dR7D2nwwJ7nCA,2012-02-14,-TsVN230RCkLYKBeLsuz7A,4,zvJCcrpm2yOZrxKffwGQLA,1,0,1
vcNAWiLM4dR7D2nwwJ7nCA,2012-03-02,dNocEAyUucjT371NNND41Q,4,KBLW4wJA_fwoWmMhiHRVOA,0,0,0
vcNAWiLM4dR7D2nwwJ7nCA,2012-05-15,ebcN2aqmNUuYNoyvQErgnA,4,zvJCcrpm2yOZrxKffwGQLA,1,0,2
vcNAWiLM4dR7D2nwwJ7nCA,2013-04-19,_ePLBPrkrf4bhyiKWEn4Qg,1,Qrs3EICADUKNFoUq2iHStA,0,0,0
vcNAWiLM4dR7D2nwwJ7nCA,2014-01-02,kMu0knsSUFW2DZXqKkGWlg,5,jE5xVugujSaskAoh2DRx3Q,0,0,0
vcNAWiLM4dR7D2nwwJ7nCA,2014-01-08,onDPFgNZpMk-bT1zlForRA,5,QnhQ8G51XbUpVEyWY2Km-A,0,0,0
q1nDSpmV-FdTBNj6UuZvTg,2006-01-30,n1eWYlulJxZjh7AtOsuLOg,4,e4TQFVfepzHf--hnBsjntg,1,0,0
q1nDSpmV-FdTBNj6UuZvTg,2006-04-23,qi90YYftP75LuKKV2KzwVw,3,YoBu4TVcP5YHKOC35NPXQQ,1,3,2
q1nDSpmV-FdTBNj6UuZvTg,2006-10-02,GPlqpejpJdftFx17m3Ceog,4,4_YfcfHkCem1onJFkItxjA,0,0,0
q1nDSpmV-FdTBNj6UuZvTg,2007-02-02,_wda3dZDfFWk3lu8rGbV5w,4,Ovpa3S8xD96dLE5eDxcxJg,0,1,0
q1nDSpmV-FdTBNj6UuZvTg,2007-02-16,dkUez9hTbFQbifKQYldkKA,3,BW2sIZnJSRbi-FcGpU7MYg,0,0,2
q1nDSpmV-FdTBNj6UuZvTg,2007-07-06,BvYJEBfqcIKAiIjqiJEMCQ,2,C8ZTiwa7qWoPSMIivTeSfw,11,16,14
q1nDSpmV-FdTBNj6UuZvTg,2007-07-20,IsjTXcJaGa1VlZiH79qW2g,4,vx5juqm75ALqUozvOU5HWg,2,0,2
q1nDSpmV-FdTBNj6UuZvTg,2007-07-20,87DYy1rRBLr99Y_j-xYbJg,2,m-KukDHoMGdkmE74hUsc4g,2,1,2
q1nDSpmV-FdTBNj6UuZvTg,2007-09-04,PrJo-G_AuXEEtI3anr-34A,4,8RzsGBVrqLWLCE8sOSYQkw,2,5,1
q1nDSpmV-FdTBNj6UuZvTg,2007-09-24,mWs26TrBM7ogwCM9UfVJFg,1,8WQubmP7G0NM3IyzyMnCEA,1,2,2
q1nDSpmV-FdTBNj6UuZvTg,2007-12-28,bMxGbXZoO3snFMk5iyIWdg,1,2xlbZgrIfb-khxurvT0QLQ,3,1,0
q1nDSpmV-FdTBNj6UuZvTg,2007-12-30,x5esEK6J9XkA_vbvVbG8Gg,4,rO0FM4oPK74g9WKtBgDDig,3,0,3
q1nDSpmV-FdTBNj6UuZvTg,2008-04-13,KqCRoEN64I9FH_PuKcGt7w,3,aGuFGwngJz4E5fIyjMqrVA,0,0,0
q1nDSpmV-FdTBNj6UuZvTg,2008-06-01,31IskCUiUW8dwfBGb8C_hw,3,-F32Vl8Rk4dwsmk0f2wRIw,2,3,2
q1nDSpmV-FdTBNj6UuZvTg,2008-06-17,gHTSoVAF1WnVwQIpsXacoA,3,JgDkCER12uiv4lbpmkZ9VA,2,1,3
q1nDSpmV-FdTBNj6UuZvTg,2008-07-10,LD-ENQjnHCrHFUg_hRiVAg,3,N-D-d1Z4UybdlkK1HxlNPA,5,5,5
q1nDSpmV-FdTBNj6UuZvTg,2008-07-19,F9XUMQQK1MQN9PaIN8p9yw,3,4dnDsoHuxUtzhaumxbpR5w,0,1,1
q1nDSpmV-FdTBNj6UuZvTg,2008-07-21,is6HvC4hUE5V_6mgsxYnLg,4,zKyJDKJwAfWGB4HKXp9snw,2,0,1
q1nDSpmV-FdTBNj6UuZvTg,2008-08-15,IcOI5CUDnQGg7-dlQCEriA,4,AkLRwgw9ljUqXWyBNzpqXQ,5,3,7
q1nDSpmV-FdTBNj6UuZvTg,2008-09-19,9-PlKY7R4Grh9WR7zN4AtA,4,ZqMS4ElQg-k1tQBC06h7lQ,3,4,3
q1nDSpmV-FdTBNj6UuZvTg,2008-11-09,1WpPE6SjrF_N4IDvoJ0-gQ,2,yQO6VkPeSEScs0xGkANSLg,0,0,2
q1nDSpmV-FdTBNj6UuZvTg,2008-12-13,MWUe9oPAzd2LonW9VWiybg,4,JkMOQaMjlBHMqp6gj-hL3w,3,0,3
q1nDSpmV-FdTBNj6UuZvTg,2009-02-15,n4_AkpRRGkgBomUt63bVKg,4,RrnD8JPT9pXN_pXdwVwW2A,0,0,0
q1nDSpmV-FdTBNj6UuZvTg,2009-02-21,uzVORP87kN8F01fvW0AAAw,3,0bNXP9quoJEgyVZu9ipGgQ,9,6,7
q1nDSpmV-FdTBNj6UuZvTg,2009-02-24,E5QgtNUo3t2_Q9438-dIxA,4,3ZK0J13qiy-OwMo7v_eqtg,1,0,1
q1nDSpmV-FdTBNj6UuZvTg,2009-03-07,iKXe5ZNxDO8l4toRQs3mOQ,5,i94sMKEeWy2ipDaTqyK1Fg,1,1,1
q1nDSpmV-FdTBNj6UuZvTg,2009-03-07,wszsLW_kG_prRBhzCUX2gg,5,_7el1cOgnfkNfmZKi277bQ,4,2,5
q1nDSpmV-FdTBNj6UuZvTg,2009-04-12,TPeKV-EdFcyevf_g1kcPNg,4,QwO4LVCiPZZdg5URrQfYpw,2,0,1
