@relation yelp_academic_dataset_review

@attribute business_id string
@attribute date string
@attribute review_id string
@attribute stars numeric
@attribute user_id string
@attribute votes.cool numeric
@attribute votes.funny numeric
@attribute votes.useful numeric

@data
vcNAWiLM4dR7D2nwwJ7nCA,'2007-05-17',15SdjuK7DmYqUAj6rjGowg,5,Xqd0DzHaiyRqVH3WRG7hzg,1,0,2
vcNAWiLM4dR7D2nwwJ7nCA,'2010-03-22',RF6UnRTtG7tWMcrO2GEoAg,2,H1kH6QZV7Le4zqTRNxoZow,0,0,2
vcNAWiLM4dR7D2nwwJ7nCA,'2012-02-14',-TsVN230RCkLYKBeLsuz7A,4,zvJCcrpm2yOZrxKffwGQLA,1,0,1
vcNAWiLM4dR7D2nwwJ7nCA,'2012-03-02',dNocEAyUucjT371NNND41Q,4,KBLW4wJA_fwoWmMhiHRVOA,0,0,0
vcNAWiLM4dR7D2nwwJ7nCA,'2012-05-15',ebcN2aqmNUuYNoyvQErgnA,4,zvJCcrpm2yOZrxKffwGQLA,1,0,2
vcNAWiLM4dR7D2nwwJ7nCA,'2013-04-19',_ePLBPrkrf4bhyiKWEn4Qg,1,Qrs3EICADUKNFoUq2iHStA,0,0,0
vcNAWiLM4dR7D2nwwJ7nCA,'2014-01-02',kMu0knsSUFW2DZXqKkGWlg,5,jE5xVugujSaskAoh2DRx3Q,0,0,0
vcNAWiLM4dR7D2nwwJ7nCA,'2014-01-08',onDPFgNZpMk-bT1zlForRA,5,QnhQ8G51XbUpVEyWY2Km-A,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2008-07-07',I7Kte2FwXWPCwdm7ispu1A,4,zvNimI98mrmhgNOOrzOiGg,0,0,1
JwUE5GmEO-sH1FuwJgKBlQ,'2009-05-03',9uHZyOu5CTCDl1L6cfvOCA,4,p4ySEi8PEli0auZGBsy6gA,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2009-05-04',ow1c4Lcl3ObWxDC2yurwjQ,4,ZYaumz29bl9qHpu-KVtMGA,0,6,0
JwUE5GmEO-sH1FuwJgKBlQ,'2010-10-30',FRTCszJWkJonDAZx3yr8FA,4,SvS7NXWG2B2kFoaHaWdGfg,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2011-02-06',qQIvtbqUujvvnJDzPSfmFA,4,qOYI9O0ecMJ9VaqcM9phNw,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2011-03-31',4iPPOQIo5Mr1NAUPUgCUrQ,4,EEYwj6_t1OT5WQGypqEPNg,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2011-11-08',Rnm1KyfRcwNt9bOI5i-yqA,4,bfww9ItvUBeRsFQ4UD4eaw,0,0,1
JwUE5GmEO-sH1FuwJgKBlQ,'2011-12-29',SSlO5u2nIJ8PoAKAgN5m3Q,5,Au3Qs-AAZEWu2_4gIMwRgw,0,2,5
JwUE5GmEO-sH1FuwJgKBlQ,'2012-01-08',_utPYHIdXeq8CqQ4iYD1bw,3,MnXcXwr0keJpkIiwuPsOKg,0,0,1
JwUE5GmEO-sH1FuwJgKBlQ,'2012-01-08',6wFJ0Ml7r9elqjeoez3HXQ,4,-hwN2juKYn-KTxa2WBYLnw,0,1,1
JwUE5GmEO-sH1FuwJgKBlQ,'2012-02-13',rgM9f8Xh6ySclVoOSR8MXw,5,MPKMK36Xp0GuaWaXlUwZ8Q,1,2,4
JwUE5GmEO-sH1FuwJgKBlQ,'2012-02-16',khGSK7FRLuRWnnTE6I0stA,4,pgKOL4k5tWCWS9VIc33EoQ,0,0,1
JwUE5GmEO-sH1FuwJgKBlQ,'2012-02-19',mdjs8GJUfqGajVMjgOrP5Q,4,4K7YXIl77EOHlTfSUjLCDw,0,1,0
JwUE5GmEO-sH1FuwJgKBlQ,'2012-03-12',Vqkv071v8vLA2ux8aOeICQ,5,MDiCwtVo-Aq9cD5bAKd8Lw,0,0,1
JwUE5GmEO-sH1FuwJgKBlQ,'2012-08-26',gksnzyc9jQ9hNXESjvTrQw,3,wC8r-m6KHifL6R2i8ok8yg,0,0,1
JwUE5GmEO-sH1FuwJgKBlQ,'2013-02-12',ilPs2w4liKDvlqLhWrkI8Q,4,4ih20jNIEPIkhkh-uxeyAg,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2013-05-07',kAFG3i8DsfTkJePPEMc9Ig,5,Bld8sdbL48rJzVXo4yMYWA,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2013-07-20',ue3D7WBI4ZQxH43wMdpfcA,3,OtpHvQFGbZ4sONaQAXankg,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2013-10-28',DAFwq9T6sKDYiyQHiAzVbQ,5,nJ_6gzvBj0mF943eWZ0cSw,0,1,0
JwUE5GmEO-sH1FuwJgKBlQ,'2014-03-13',PCa_K6ijV3Tzbp6nouEiJQ,4,RvweNJFVkR3ttkWsIBy7nQ,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2014-07-02',rYKHcfBvFjqd5qvbX700_Q,5,IXANAoF_6OOFdDwjpGZpQg,0,0,0
JwUE5GmEO-sH1FuwJgKBlQ,'2014-07-06',xpQe4tiCdZuQdmQsgtMErA,5,LDrpATl7viHfGGeUKzPeZA,0,0,0
uGykseHzyS5xAMWoN6YUqA,'2010-07-05',2owUZZsM0fuMNhzIfWcqRQ,4,vEc7evQDo09ttI3HA9655Q,1,0,1
uGykseHzyS5xAMWoN6YUqA,'2010-10-19',BfPKrRDzpeQsljyxMa5sSA,5,8lvmjewvLCwnbfwNoE-Xyg,0,0,0
uGykseHzyS5xAMWoN6YUqA,'2010-12-04',HAFNOdoQEluZxGDshb7vOQ,5,u5xcw6LCnnMhddoxkRIgUA,0,0,1
uGykseHzyS5xAMWoN6YUqA,'2010-12-28',C4gpNPcwPRT7Pd3Dh1247A,4,qGux2C8XzxDxSNgyR5YpDg,0,0,0
uGykseHzyS5xAMWoN6YUqA,'2011-06-19',64ruCMTy3YpUfK33GS8weg,5,KT1F97KjezOZlIboOq7Krw,0,0,0
uGykseHzyS5xAMWoN6YUqA,'2011-08-18',QsrzjenckNACuOgaEiMWfA,4,tYwzsMLMc8juCuIMDAx3dw,0,0,0
